node_id,parent_id,depth,node_type,area,level_band,title,sort_order,description
area_algebra_ii_and_functions_cluster_complex_numbers_skill_05_solve_quadratics_with_complex_roots,area_algebra_ii_and_functions_cluster_complex_numbers,3,atomic_skill,Algebra II and Functions,school_algebra,Solve quadratics with complex roots,5,
area_algebra_ii_and_functions_cluster_complex_numbers_skill_06_represent_complex_numbers_in_the_plane,area_algebra_ii_and_functions_cluster_complex_numbers,3,atomic_skill,Algebra II and Functions,school_algebra,Represent complex numbers in the plane,6,
area_precalculus,math_from_algebra_to_university,1,area,Precalculus,school_algebra,Precalculus,4,
area_precalculus_cluster_advanced_function_analysis,area_precalculus,2,skill_cluster,Precalculus,school_algebra,Advanced function analysis,1,
area_precalculus_cluster_advanced_function_analysis_skill_01_analyze_polynomial_end_behavior,area_precalculus_cluster_advanced_function_analysis,3,atomic_skill,Precalculus,school_algebra,Analyze polynomial end behavior,1,
area_precalculus_cluster_advanced_function_analysis_skill_02_find_polynomial_zeros,area_precalculus_cluster_advanced_function_analysis,3,atomic_skill,Precalculus,school_algebra,Find polynomial zeros,2,
area_precalculus_cluster_advanced_function_analysis_skill_03_use_factor_theorem,area_precalculus_cluster_advanced_function_analysis,3,atomic_skill,Precalculus,school_algebra,Use factor theorem,3,
area_precalculus_cluster_advanced_function_analysis_skill_04_use_remainder_theorem,area_precalculus_cluster_advanced_function_analysis,3,atomic_skill,Precalculus,school_algebra,Use remainder theorem,4,
area_precalculus_cluster_advanced_function_analysis_skill_05_sketch_rational_functions,area_precalculus_cluster_advanced_function_analysis,3,atomic_skill,Precalculus,school_algebra,Sketch rational functions,5,
area_precalculus_cluster_advanced_function_analysis_skill_06_find_asymptotes_of_rational_functions,area_precalculus_cluster_advanced_function_analysis,3,atomic_skill,Precalculus,school_algebra,Find asymptotes of rational functions,6,
area_precalculus_cluster_advanced_function_analysis_skill_07_analyze_piecewise_functions,area_precalculus_cluster_advanced_function_analysis,3,atomic_skill,Precalculus,school_algebra,Analyze piecewise functions,7,
area_precalculus_cluster_trigonometric_algebra,area_precalculus,2,skill_cluster,Precalculus,school_algebra,Trigonometric algebra,2,
area_precalculus_cluster_trigonometric_algebra_skill_01_use_radians_and_degrees,area_precalculus_cluster_trigonometric_algebra,3,atomic_skill,Precalculus,school_algebra,Use radians and degrees,1,
area_precalculus_cluster_trigonometric_algebra_skill_02_evaluate_unit_circle_values,area_precalculus_cluster_trigonometric_algebra,3,atomic_skill,Precalculus,school_algebra,Evaluate unit circle values,2,
area_precalculus_cluster_trigonometric_algebra_skill_03_graph_sine_and_cosine,area_precalculus_cluster_trigonometric_algebra,3,atomic_skill,Precalculus,school_algebra,Graph sine and cosine,3,
area_precalculus_cluster_trigonometric_algebra_skill_04_graph_tangent,area_precalculus_cluster_trigonometric_algebra,3,atomic_skill,Precalculus,school_algebra,Graph tangent,4,
area_precalculus_cluster_trigonometric_algebra_skill_05_use_reciprocal_trigonometric_functions,area_precalculus_cluster_trigonometric_algebra,3,atomic_skill,Precalculus,school_algebra,Use reciprocal trigonometric functions,5,
area_precalculus_cluster_trigonometric_algebra_skill_06_use_pythagorean_trigonometric_identities,area_precalculus_cluster_trigonometric_algebra,3,atomic_skill,Precalculus,school_algebra,Use Pythagorean trigonometric identities,6,
area_precalculus_cluster_trigonometric_algebra_skill_07_use_angle_sum_identities,area_precalculus_cluster_trigonometric_algebra,3,atomic_skill,Precalculus,school_algebra,Use angle sum identities,7,
area_precalculus_cluster_trigonometric_algebra_skill_08_solve_basic_trigonometric_equations,area_precalculus_cluster_trigonometric_algebra,3,atomic_skill,Precalculus,school_algebra,Solve basic trigonometric equations,8,
area_precalculus_cluster_vectors_and_parametric_equations,area_precalculus,2,skill_cluster,Precalculus,school_algebra,Vectors and parametric equations,3,
area_precalculus_cluster_vectors_and_parametric_equations_skill_01_represent_vectors_in_component_form,area_precalculus_cluster_vectors_and_parametric_equations,3,atomic_skill,Precalculus,school_algebra,Represent vectors in component form,1,
area_precalculus_cluster_vectors_and_parametric_equations_skill_02_add_and_subtract_vectors,area_precalculus_cluster_vectors_and_parametric_equations,3,atomic_skill,Precalculus,school_algebra,Add and subtract vectors,2,
area_precalculus_cluster_vectors_and_parametric_equations_skill_03_scale_vectors,area_precalculus_cluster_vectors_and_parametric_equations,3,atomic_skill,Precalculus,school_algebra,Scale vectors,3,
area_precalculus_cluster_vectors_and_parametric_equations_skill_04_compute_dot_products,area_precalculus_cluster_vectors_and_parametric_equations,3,atomic_skill,Precalculus,school_algebra,Compute dot products,4,
area_precalculus_cluster_vectors_and_parametric_equations_skill_05_write_parametric_equations,area_precalculus_cluster_vectors_and_parametric_equations,3,atomic_skill,Precalculus,school_algebra,Write parametric equations,5,
area_precalculus_cluster_vectors_and_parametric_equations_skill_06_eliminate_a_parameter,area_precalculus_cluster_vectors_and_parametric_equations,3,atomic_skill,Precalculus,school_algebra,Eliminate a parameter,6,
area_precalculus_cluster_polar_and_complex_form,area_precalculus,2,skill_cluster,Precalculus,school_algebra,Polar and complex form,4,
area_precalculus_cluster_polar_and_complex_form_skill_01_convert_between_polar_and_rectangular_coordinates,area_precalculus_cluster_polar_and_complex_form,3,atomic_skill,Precalculus,school_algebra,Convert between polar and rectangular coordinates,1,
area_precalculus_cluster_polar_and_complex_form_skill_02_graph_polar_equations,area_precalculus_cluster_polar_and_complex_form,3,atomic_skill,Precalculus,school_algebra,Graph polar equations,2,
area_precalculus_cluster_polar_and_complex_form_skill_03_use_complex_polar_form,area_precalculus_cluster_polar_and_complex_form,3,atomic_skill,Precalculus,school_algebra,Use complex polar form,3,
area_precalculus_cluster_polar_and_complex_form_skill_04_apply_de_moivre_s_theorem,area_precalculus_cluster_polar_and_complex_form,3,atomic_skill,Precalculus,school_algebra,Apply De Moivre's theorem,4,
area_proof_and_mathematical_language,math_from_algebra_to_university,1,area,Proof and Mathematical Language,transition_to_university,Proof and Mathematical Language,5,
area_proof_and_mathematical_language_cluster_logic_and_sets,area_proof_and_mathematical_language,2,skill_cluster,Proof and Mathematical Language,transition_to_university,Logic and sets,1,
area_proof_and_mathematical_language_cluster_logic_and_sets_skill_01_use_logical_connectives,area_proof_and_mathematical_language_cluster_logic_and_sets,3,atomic_skill,Proof and Mathematical Language,transition_to_university,Use logical connectives,1,
area_proof_and_mathematical_language_cluster_logic_and_sets_skill_02_negate_quantified_statements,area_proof_and_mathematical_language_cluster_logic_and_sets,3,atomic_skill,Proof and Mathematical Language,transition_to_university,Negate quantified statements,2,
area_proof_and_mathematical_language_cluster_logic_and_sets_skill_03_work_with_sets_and_subsets,area_proof_and_mathematical_language_cluster_logic_and_sets,3,atomic_skill,Proof and Mathematical Language,transition_to_university,Work with sets and subsets,3,
area_proof_and_mathematical_language_cluster_logic_and_sets_skill_04_use_set_operations,area_proof_and_mathematical_language_cluster_logic_and_sets,3,atomic_skill,Proof and Mathematical Language,transition_to_university,Use set operations,4,
area_proof_and_mathematical_language_cluster_logic_and_sets_skill_05_use_functions_as_mappings,area_proof_and_mathematical_language_cluster_logic_and_sets,3,atomic_skill,Proof and Mathematical Language,transition_to_university,Use functions as mappings,5,
area_proof_and_mathematical_language_cluster_logic_and_sets_skill_06_understand_equivalence_relations,area_proof_and_mathematical_language_cluster_logic_and_sets,3,atomic_skill,Proof and Mathematical Language,transition_to_university,Understand equivalence relations,6,
area_proof_and_mathematical_language_cluster_proof_techniques,area_proof_and_mathematical_language,2,skill_cluster,Proof and Mathematical Language,transition_to_university,Proof techniques,2,
area_proof_and_mathematical_language_cluster_proof_techniques_skill_01_write_direct_proofs,area_proof_and_mathematical_language_cluster_proof_techniques,3,atomic_skill,Proof and Mathematical Language,transition_to_university,Write direct proofs,1,
area_proof_and_mathematical_language_cluster_proof_techniques_skill_02_write_proof_by_contrapositive,area_proof_and_mathematical_language_cluster_proof_techniques,3,atomic_skill,Proof and Mathematical Language,transition_to_university,Write proof by contrapositive,2,
area_proof_and_mathematical_language_cluster_proof_techniques_skill_03_write_proof_by_contradiction,area_proof_and_mathematical_language_cluster_proof_techniques,3,atomic_skill,Proof and Mathematical Language,transition_to_university,Write proof by contradiction,3,
area_proof_and_mathematical_language_cluster_proof_techniques_skill_04_use_mathematical_induction,area_proof_and_mathematical_language_cluster_proof_techniques,3,atomic_skill,Proof and Mathematical Language,transition_to_university,Use mathematical induction,4,
area_proof_and_mathematical_language_cluster_proof_techniques_skill_05_prove_statements_about_divisibility,area_proof_and_mathematical_language_cluster_proof_techniques,3,atomic_skill,Proof and Mathematical Language,transition_to_university,Prove statements about divisibility,5,
area_proof_and_mathematical_language_cluster_proof_techniques_skill_06_prove_statements_about_inequalities,area_proof_and_mathematical_language_cluster_proof_techniques,3,atomic_skill,Proof and Mathematical Language,transition_to_university,Prove statements about inequalities,6,
area_discrete_mathematics,math_from_algebra_to_university,1,area,Discrete Mathematics,transition_to_university,Discrete Mathematics,6,
area_discrete_mathematics_cluster_counting_and_combinatorics,area_discrete_mathematics,2,skill_cluster,Discrete Mathematics,transition_to_university,Counting and combinatorics,1,
area_discrete_mathematics_cluster_counting_and_combinatorics_skill_01_use_addition_principle,area_discrete_mathematics_cluster_counting_and_combinatorics,3,atomic_skill,Discrete Mathematics,transition_to_university,Use addition principle,1,
area_discrete_mathematics_cluster_counting_and_combinatorics_skill_02_use_multiplication_principle,area_discrete_mathematics_cluster_counting_and_combinatorics,3,atomic_skill,Discrete Mathematics,transition_to_university,Use multiplication principle,2,
area_discrete_mathematics_cluster_counting_and_combinatorics_skill_03_count_permutations,area_discrete_mathematics_cluster_counting_and_combinatorics,3,atomic_skill,Discrete Mathematics,transition_to_university,Count permutations,3,
area_discrete_mathematics_cluster_counting_and_combinatorics_skill_04_count_combinations,area_discrete_mathematics_cluster_counting_and_combinatorics,3,atomic_skill,Discrete Mathematics,transition_to_university,Count combinations,4,
area_discrete_mathematics_cluster_counting_and_combinatorics_skill_05_use_binomial_coefficients,area_discrete_mathematics_cluster_counting_and_combinatorics,3,atomic_skill,Discrete Mathematics,transition_to_university,Use binomial coefficients,5,
area_discrete_mathematics_cluster_counting_and_combinatorics_skill_06_apply_inclusion_exclusion,area_discrete_mathematics_cluster_counting_and_combinatorics,3,atomic_skill,Discrete Mathematics,transition_to_university,Apply inclusion-exclusion,6,
area_discrete_mathematics_cluster_counting_and_combinatorics_skill_07_solve_recurrence_relations,area_discrete_mathematics_cluster_counting_and_combinatorics,3,atomic_skill,Discrete Mathematics,transition_to_university,Solve recurrence relations,7,
area_discrete_mathematics_cluster_graph_theory,area_discrete_mathematics,2,skill_cluster,Discrete Mathematics,transition_to_university,Graph theory,2,
area_discrete_mathematics_cluster_graph_theory_skill_01_represent_graphs_with_vertices_and_edges,area_discrete_mathematics_cluster_graph_theory,3,atomic_skill,Discrete Mathematics,transition_to_university,Represent graphs with vertices and edges,1,
area_discrete_mathematics_cluster_graph_theory_skill_02_use_adjacency_matrices,area_discrete_mathematics_cluster_graph_theory,3,atomic_skill,Discrete Mathematics,transition_to_university,Use adjacency matrices,2,
area_discrete_mathematics_cluster_graph_theory_skill_03_compute_degree_of_a_vertex,area_discrete_mathematics_cluster_graph_theory,3,atomic_skill,Discrete Mathematics,transition_to_university,Compute degree of a vertex,3,
area_discrete_mathematics_cluster_graph_theory_skill_04_find_paths_and_cycles,area_discrete_mathematics_cluster_graph_theory,3,atomic_skill,Discrete Mathematics,transition_to_university,Find paths and cycles,4,
area_discrete_mathematics_cluster_graph_theory_skill_05_analyze_connected_components,area_discrete_mathematics_cluster_graph_theory,3,atomic_skill,Discrete Mathematics,transition_to_university,Analyze connected components,5,
area_discrete_mathematics_cluster_graph_theory_skill_06_use_trees,area_discrete_mathematics_cluster_graph_theory,3,atomic_skill,Discrete Mathematics,transition_to_university,Use trees,6,
area_discrete_mathematics_cluster_graph_theory_skill_07_use_graph_traversal,area_discrete_mathematics_cluster_graph_theory,3,atomic_skill,Discrete Mathematics,transition_to_university,Use graph traversal,7,
area_discrete_mathematics_cluster_sets_and_relations,area_discrete_mathematics,2,skill_cluster,Discrete Mathematics,transition_to_university,Sets and relations,3,
area_discrete_mathematics_cluster_sets_and_relations_skill_01_define_sets_and_elements,area_discrete_mathematics_cluster_sets_and_relations,3,atomic_skill,Discrete Mathematics,transition_to_university,Define sets and elements,1,
area_discrete_mathematics_cluster_sets_and_relations_skill_02_use_set_operations,area_discrete_mathematics_cluster_sets_and_relations,3,atomic_skill,Discrete Mathematics,transition_to_university,Use set operations,2,
area_discrete_mathematics_cluster_sets_and_relations_skill_03_draw_venn_diagrams,area_discrete_mathematics_cluster_sets_and_relations,3,atomic_skill,Discrete Mathematics,transition_to_university,Draw Venn diagrams,3,
area_discrete_mathematics_cluster_sets_and_relations_skill_04_identify_subsets,area_discrete_mathematics_cluster_sets_and_relations,3,atomic_skill,Discrete Mathematics,transition_to_university,Identify subsets and set equality,4,
area_discrete_mathematics_cluster_sets_and_relations_skill_05_define_partitions,area_discrete_mathematics_cluster_sets_and_relations,3,atomic_skill,Discrete Mathematics,transition_to_university,Define partitions and disjoint sets,5,
area_discrete_mathematics_cluster_sets_and_relations_skill_06_compute_cartesian_products,area_discrete_mathematics_cluster_sets_and_relations,3,atomic_skill,Discrete Mathematics,transition_to_university,Compute Cartesian products,6,
area_discrete_mathematics_cluster_sets_and_relations_skill_07_define_binary_relations,area_discrete_mathematics_cluster_sets_and_relations,3,atomic_skill,Discrete Mathematics,transition_to_university,Define binary relations,7,
area_discrete_mathematics_cluster_sets_and_relations_skill_08_analyze_relation_properties,area_discrete_mathematics_cluster_sets_and_relations,3,atomic_skill,Discrete Mathematics,transition_to_university,Analyze properties of relations,8,
area_discrete_mathematics_cluster_sets_and_relations_skill_09_use_order_relations,area_discrete_mathematics_cluster_sets_and_relations,3,atomic_skill,Discrete Mathematics,transition_to_university,Use order relations,9,
area_discrete_mathematics_cluster_sets_and_relations_skill_10_understand_functions_formally,area_discrete_mathematics_cluster_sets_and_relations,3,atomic_skill,Discrete Mathematics,transition_to_university,Understand functions formally,10,
area_discrete_mathematics_cluster_logic_and_boolean_algebra,area_discrete_mathematics,2,skill_cluster,Discrete Mathematics,transition_to_university,Logic and Boolean algebra,4,
area_discrete_mathematics_cluster_logic_and_boolean_algebra_skill_01_use_propositional_variables,area_discrete_mathematics_cluster_logic_and_boolean_algebra,3,atomic_skill,Discrete Mathematics,transition_to_university,Use propositional variables and connectives,1,
area_discrete_mathematics_cluster_logic_and_boolean_algebra_skill_02_construct_truth_tables,area_discrete_mathematics_cluster_logic_and_boolean_algebra,3,atomic_skill,Discrete Mathematics,transition_to_university,Construct truth tables,2,
area_discrete_mathematics_cluster_logic_and_boolean_algebra_skill_03_apply_de_morgan_laws,area_discrete_mathematics_cluster_logic_and_boolean_algebra,3,atomic_skill,Discrete Mathematics,transition_to_university,Apply De Morgan's laws,3,
area_discrete_mathematics_cluster_logic_and_boolean_algebra_skill_04_identify_tautologies,area_discrete_mathematics_cluster_logic_and_boolean_algebra,3,atomic_skill,Discrete Mathematics,transition_to_university,Identify tautologies and contradictions,4,
area_discrete_mathematics_cluster_logic_and_boolean_algebra_skill_05_use_logical_implications,area_discrete_mathematics_cluster_logic_and_boolean_algebra,3,atomic_skill,Discrete Mathematics,transition_to_university,Use logical implications and equivalences,5,
area_discrete_mathematics_cluster_algorithm_complexity,area_discrete_mathematics,2,skill_cluster,Discrete Mathematics,transition_to_university,Algorithm complexity,5,
area_discrete_mathematics_cluster_algorithm_complexity_skill_01_define_big_o_notation,area_discrete_mathematics_cluster_algorithm_complexity,3,atomic_skill,Discrete Mathematics,transition_to_university,Define Big O notation,1,
area_discrete_mathematics_cluster_algorithm_complexity_skill_02_use_big_omega_and_theta,area_discrete_mathematics_cluster_algorithm_complexity,3,atomic_skill,Discrete Mathematics,transition_to_university,Use Big Omega and Big Theta notation,2,
area_discrete_mathematics_cluster_algorithm_complexity_skill_03_classify_functions_by_growth,area_discrete_mathematics_cluster_algorithm_complexity,3,atomic_skill,Discrete Mathematics,transition_to_university,Classify functions by growth rate,3,
area_discrete_mathematics_cluster_algorithm_complexity_skill_04_analyze_algorithm_examples,area_discrete_mathematics_cluster_algorithm_complexity,3,atomic_skill,Discrete Mathematics,transition_to_university,Analyze algorithm complexity examples,4,
area_discrete_mathematics_cluster_algorithm_complexity_skill_05_understand_p_class,area_discrete_mathematics_cluster_algorithm_complexity,3,atomic_skill,Discrete Mathematics,transition_to_university,Understand P complexity class,5,
area_discrete_mathematics_cluster_algorithm_complexity_skill_06_understand_np_class,area_discrete_mathematics_cluster_algorithm_complexity,3,atomic_skill,Discrete Mathematics,transition_to_university,Understand NP complexity class,6,
area_discrete_mathematics_cluster_algorithm_complexity_skill_07_understand_p_vs_np,area_discrete_mathematics_cluster_algorithm_complexity,3,atomic_skill,Discrete Mathematics,transition_to_university,Understand P vs NP problem,7,
area_linear_algebra,math_from_algebra_to_university,1,area,Linear Algebra,undergraduate_core,Linear Algebra,7,
area_linear_algebra_cluster_vectors_and_matrices,area_linear_algebra,2,skill_cluster,Linear Algebra,undergraduate_core,Vectors and matrices,1,
area_linear_algebra_cluster_vectors_and_matrices_skill_01_add_and_scale_vectors,area_linear_algebra_cluster_vectors_and_matrices,3,atomic_skill,Linear Algebra,undergraduate_core,Add and scale vectors,1,
area_linear_algebra_cluster_vectors_and_matrices_skill_02_compute_dot_products,area_linear_algebra_cluster_vectors_and_matrices,3,atomic_skill,Linear Algebra,undergraduate_core,Compute dot products,2,
area_linear_algebra_cluster_vectors_and_matrices_skill_03_compute_matrix_vector_products,area_linear_algebra_cluster_vectors_and_matrices,3,atomic_skill,Linear Algebra,undergraduate_core,Compute matrix-vector products,3,
area_linear_algebra_cluster_vectors_and_matrices_skill_04_compute_matrix_matrix_products,area_linear_algebra_cluster_vectors_and_matrices,3,atomic_skill,Linear Algebra,undergraduate_core,Compute matrix-matrix products,4,
area_linear_algebra_cluster_vectors_and_matrices_skill_05_use_transpose,area_linear_algebra_cluster_vectors_and_matrices,3,atomic_skill,Linear Algebra,undergraduate_core,Use transpose,5,
area_linear_algebra_cluster_vectors_and_matrices_skill_06_use_identity_and_inverse_matrices,area_linear_algebra_cluster_vectors_and_matrices,3,atomic_skill,Linear Algebra,undergraduate_core,Use identity and inverse matrices,6,
area_linear_algebra_cluster_linear_systems,area_linear_algebra,2,skill_cluster,Linear Algebra,undergraduate_core,Linear systems,2,
area_linear_algebra_cluster_linear_systems_skill_01_write_systems_in_matrix_form,area_linear_algebra_cluster_linear_systems,3,atomic_skill,Linear Algebra,undergraduate_core,Write systems in matrix form,1,
area_linear_algebra_cluster_linear_systems_skill_02_use_gaussian_elimination,area_linear_algebra_cluster_linear_systems,3,atomic_skill,Linear Algebra,undergraduate_core,Use Gaussian elimination,2,
area_linear_algebra_cluster_linear_systems_skill_03_use_row_echelon_form,area_linear_algebra_cluster_linear_systems,3,atomic_skill,Linear Algebra,undergraduate_core,Use row echelon form,3,
area_linear_algebra_cluster_linear_systems_skill_04_use_reduced_row_echelon_form,area_linear_algebra_cluster_linear_systems,3,atomic_skill,Linear Algebra,undergraduate_core,Use reduced row echelon form,4,
area_linear_algebra_cluster_linear_systems_skill_05_determine_consistency_of_systems,area_linear_algebra_cluster_linear_systems,3,atomic_skill,Linear Algebra,undergraduate_core,Determine consistency of systems,5,
area_linear_algebra_cluster_linear_systems_skill_06_find_parametric_solutions,area_linear_algebra_cluster_linear_systems,3,atomic_skill,Linear Algebra,undergraduate_core,Find parametric solutions,6,
area_linear_algebra_cluster_matrix_structure,area_linear_algebra,2,skill_cluster,Linear Algebra,undergraduate_core,Matrix structure,3,
area_linear_algebra_cluster_matrix_structure_skill_01_compute_determinants,area_linear_algebra_cluster_matrix_structure,3,atomic_skill,Linear Algebra,undergraduate_core,Compute determinants,1,
area_linear_algebra_cluster_matrix_structure_skill_02_use_determinant_properties,area_linear_algebra_cluster_matrix_structure,3,atomic_skill,Linear Algebra,undergraduate_core,Use determinant properties,2,
area_linear_algebra_cluster_matrix_structure_skill_03_find_matrix_inverse,area_linear_algebra_cluster_matrix_structure,3,atomic_skill,Linear Algebra,undergraduate_core,Find matrix inverse,3,
area_linear_algebra_cluster_matrix_structure_skill_04_understand_rank,area_linear_algebra_cluster_matrix_structure,3,atomic_skill,Linear Algebra,undergraduate_core,Understand rank,4,
area_linear_algebra_cluster_matrix_structure_skill_05_understand_null_space,area_linear_algebra_cluster_matrix_structure,3,atomic_skill,Linear Algebra,undergraduate_core,Understand null space,5,
area_linear_algebra_cluster_matrix_structure_skill_06_understand_column_space,area_linear_algebra_cluster_matrix_structure,3,atomic_skill,Linear Algebra,undergraduate_core,Understand column space,6,
area_linear_algebra_cluster_matrix_structure_skill_07_use_rank_nullity_theorem,area_linear_algebra_cluster_matrix_structure,3,atomic_skill,Linear Algebra,undergraduate_core,Use rank-nullity theorem,7,
area_linear_algebra_cluster_vector_spaces_and_linear_maps,area_linear_algebra,2,skill_cluster,Linear Algebra,undergraduate_core,Vector spaces and linear maps,4,
area_linear_algebra_cluster_vector_spaces_and_linear_maps_skill_01_check_subspace_criteria,area_linear_algebra_cluster_vector_spaces_and_linear_maps,3,atomic_skill,Linear Algebra,undergraduate_core,Check subspace criteria,1,
area_linear_algebra_cluster_vector_spaces_and_linear_maps_skill_02_determine_span,area_linear_algebra_cluster_vector_spaces_and_linear_maps,3,atomic_skill,Linear Algebra,undergraduate_core,Determine span,2,
area_linear_algebra_cluster_vector_spaces_and_linear_maps_skill_03_check_linear_independence,area_linear_algebra_cluster_vector_spaces_and_linear_maps,3,atomic_skill,Linear Algebra,undergraduate_core,Check linear independence,3,
area_linear_algebra_cluster_vector_spaces_and_linear_maps_skill_04_find_a_basis,area_linear_algebra_cluster_vector_spaces_and_linear_maps,3,atomic_skill,Linear Algebra,undergraduate_core,Find a basis,4,
area_linear_algebra_cluster_vector_spaces_and_linear_maps_skill_05_compute_dimension,area_linear_algebra_cluster_vector_spaces_and_linear_maps,3,atomic_skill,Linear Algebra,undergraduate_core,Compute dimension,5,
area_linear_algebra_cluster_vector_spaces_and_linear_maps_skill_06_represent_linear_transformations,area_linear_algebra_cluster_vector_spaces_and_linear_maps,3,atomic_skill,Linear Algebra,undergraduate_core,Represent linear transformations,6,
area_linear_algebra_cluster_vector_spaces_and_linear_maps_skill_07_change_basis,area_linear_algebra_cluster_vector_spaces_and_linear_maps,3,atomic_skill,Linear Algebra,undergraduate_core,Change basis,7,
area_linear_algebra_cluster_eigenvalues_and_diagonalization,area_linear_algebra,2,skill_cluster,Linear Algebra,undergraduate_core,Eigenvalues and diagonalization,5,
area_linear_algebra_cluster_eigenvalues_and_diagonalization_skill_01_compute_eigenvalues,area_linear_algebra_cluster_eigenvalues_and_diagonalization,3,atomic_skill,Linear Algebra,undergraduate_core,Compute eigenvalues,1,
area_linear_algebra_cluster_eigenvalues_and_diagonalization_skill_02_compute_eigenvectors,area_linear_algebra_cluster_eigenvalues_and_diagonalization,3,atomic_skill,Linear Algebra,undergraduate_core,Compute eigenvectors,2,
area_linear_algebra_cluster_eigenvalues_and_diagonalization_skill_03_diagonalize_a_matrix,area_linear_algebra_cluster_eigenvalues_and_diagonalization,3,atomic_skill,Linear Algebra,undergraduate_core,Diagonalize a matrix,3,
area_linear_algebra_cluster_eigenvalues_and_diagonalization_skill_04_use_characteristic_polynomial,area_linear_algebra_cluster_eigenvalues_and_diagonalization,3,atomic_skill,Linear Algebra,undergraduate_core,Use characteristic polynomial,4,
area_linear_algebra_cluster_eigenvalues_and_diagonalization_skill_05_analyze_eigenspaces,area_linear_algebra_cluster_eigenvalues_and_diagonalization,3,atomic_skill,Linear Algebra,undergraduate_core,Analyze eigenspaces,5,
area_linear_algebra_cluster_eigenvalues_and_diagonalization_skill_06_use_diagonalization_for_powers,area_linear_algebra_cluster_eigenvalues_and_diagonalization,3,atomic_skill,Linear Algebra,undergraduate_core,Use diagonalization for powers,6,
area_linear_algebra_cluster_inner_products_and_decompositions,area_linear_algebra,2,skill_cluster,Linear Algebra,undergraduate_core,Inner products and decompositions,6,
area_linear_algebra_cluster_inner_products_and_decompositions_skill_01_compute_norms,area_linear_algebra_cluster_inner_products_and_decompositions,3,atomic_skill,Linear Algebra,undergraduate_core,Compute norms,1,
area_linear_algebra_cluster_inner_products_and_decompositions_skill_02_compute_projections,area_linear_algebra_cluster_inner_products_and_decompositions,3,atomic_skill,Linear Algebra,undergraduate_core,Compute projections,2,
area_linear_algebra_cluster_inner_products_and_decompositions_skill_03_use_orthogonality,area_linear_algebra_cluster_inner_products_and_decompositions,3,atomic_skill,Linear Algebra,undergraduate_core,Use orthogonality,3,
area_linear_algebra_cluster_inner_products_and_decompositions_skill_04_apply_gram_schmidt_process,area_linear_algebra_cluster_inner_products_and_decompositions,3,atomic_skill,Linear Algebra,undergraduate_core,Apply Gram-Schmidt process,4,
area_linear_algebra_cluster_inner_products_and_decompositions_skill_05_use_qr_decomposition,area_linear_algebra_cluster_inner_products_and_decompositions,3,atomic_skill,Linear Algebra,undergraduate_core,Use QR decomposition,5,
area_linear_algebra_cluster_inner_products_and_decompositions_skill_06_understand_least_squares,area_linear_algebra_cluster_inner_products_and_decompositions,3,atomic_skill,Linear Algebra,undergraduate_core,Understand least squares,6,
area_linear_algebra_cluster_inner_products_and_decompositions_skill_07_use_singular_value_decomposition,area_linear_algebra_cluster_inner_products_and_decompositions,3,atomic_skill,Linear Algebra,undergraduate_core,Use singular value decomposition,7,
area_calculus_i,math_from_algebra_to_university,1,area,Calculus I,undergraduate_core,Calculus I,8,
area_calculus_i_cluster_limits_and_continuity,area_calculus_i,2,skill_cluster,Calculus I,undergraduate_core,Limits and continuity,1,
area_calculus_i_cluster_limits_and_continuity_skill_01_estimate_limits_numerically,area_calculus_i_cluster_limits_and_continuity,3,atomic_skill,Calculus I,undergraduate_core,Estimate limits numerically,1,
area_calculus_i_cluster_limits_and_continuity_skill_02_evaluate_limits_algebraically,area_calculus_i_cluster_limits_and_continuity,3,atomic_skill,Calculus I,undergraduate_core,Evaluate limits algebraically,2,
area_calculus_i_cluster_limits_and_continuity_skill_03_use_one_sided_limits,area_calculus_i_cluster_limits_and_continuity,3,atomic_skill,Calculus I,undergraduate_core,Use one-sided limits,3,
area_calculus_i_cluster_limits_and_continuity_skill_04_identify_infinite_limits,area_calculus_i_cluster_limits_and_continuity,3,atomic_skill,Calculus I,undergraduate_core,Identify infinite limits,4,
area_calculus_i_cluster_limits_and_continuity_skill_05_identify_limits_at_infinity,area_calculus_i_cluster_limits_and_continuity,3,atomic_skill,Calculus I,undergraduate_core,Identify limits at infinity,5,
area_calculus_i_cluster_limits_and_continuity_skill_06_determine_continuity,area_calculus_i_cluster_limits_and_continuity,3,atomic_skill,Calculus I,undergraduate_core,Determine continuity,6,
area_calculus_i_cluster_limits_and_continuity_skill_07_use_intermediate_value_theorem,area_calculus_i_cluster_limits_and_continuity,3,atomic_skill,Calculus I,undergraduate_core,Use intermediate value theorem,7,
area_calculus_i_cluster_derivatives,area_calculus_i,2,skill_cluster,Calculus I,undergraduate_core,Derivatives,2,
area_calculus_i_cluster_derivatives_skill_01_interpret_derivative_as_rate_of_change,area_calculus_i_cluster_derivatives,3,atomic_skill,Calculus I,undergraduate_core,Interpret derivative as rate of change,1,
area_calculus_i_cluster_derivatives_skill_02_use_derivative_definition,area_calculus_i_cluster_derivatives,3,atomic_skill,Calculus I,undergraduate_core,Use derivative definition,2,
area_calculus_i_cluster_derivatives_skill_03_apply_power_rule,area_calculus_i_cluster_derivatives,3,atomic_skill,Calculus I,undergraduate_core,Apply power rule,3,
