source_id,target_id,relation,weight
math_from_algebra_to_university,area_linear_algebra,contains,1.0
area_linear_algebra,area_linear_algebra_cluster_vectors_and_matrices,contains,1.0
area_linear_algebra_cluster_vectors_and_matrices,area_linear_algebra_cluster_vectors_and_matrices_skill_01_add_and_scale_vectors,contains,1.0
area_linear_algebra_cluster_vectors_and_matrices,area_linear_algebra_cluster_vectors_and_matrices_skill_02_compute_dot_products,contains,1.0
area_linear_algebra_cluster_vectors_and_matrices,area_linear_algebra_cluster_vectors_and_matrices_skill_03_compute_matrix_vector_products,contains,1.0
area_linear_algebra_cluster_vectors_and_matrices,area_linear_algebra_cluster_vectors_and_matrices_skill_04_compute_matrix_matrix_products,contains,1.0
area_linear_algebra_cluster_vectors_and_matrices,area_linear_algebra_cluster_vectors_and_matrices_skill_05_use_transpose,contains,1.0
area_linear_algebra_cluster_vectors_and_matrices,area_linear_algebra_cluster_vectors_and_matrices_skill_06_use_identity_and_inverse_matrices,contains,1.0
area_linear_algebra,area_linear_algebra_cluster_linear_systems,contains,1.0
area_linear_algebra_cluster_linear_systems,area_linear_algebra_cluster_linear_systems_skill_01_write_systems_in_matrix_form,contains,1.0
area_linear_algebra_cluster_linear_systems,area_linear_algebra_cluster_linear_systems_skill_02_use_gaussian_elimination,contains,1.0
area_linear_algebra_cluster_linear_systems,area_linear_algebra_cluster_linear_systems_skill_03_use_row_echelon_form,contains,1.0
area_linear_algebra_cluster_linear_systems,area_linear_algebra_cluster_linear_systems_skill_04_use_reduced_row_echelon_form,contains,1.0
area_linear_algebra_cluster_linear_systems,area_linear_algebra_cluster_linear_systems_skill_05_determine_consistency_of_systems,contains,1.0
area_linear_algebra_cluster_linear_systems,area_linear_algebra_cluster_linear_systems_skill_06_find_parametric_solutions,contains,1.0
area_linear_algebra,area_linear_algebra_cluster_matrix_structure,contains,1.0
area_linear_algebra_cluster_matrix_structure,area_linear_algebra_cluster_matrix_structure_skill_01_compute_determinants,contains,1.0
area_linear_algebra_cluster_matrix_structure,area_linear_algebra_cluster_matrix_structure_skill_02_use_determinant_properties,contains,1.0
area_linear_algebra_cluster_matrix_structure,area_linear_algebra_cluster_matrix_structure_skill_03_find_matrix_inverse,contains,1.0
area_linear_algebra_cluster_matrix_structure,area_linear_algebra_cluster_matrix_structure_skill_04_understand_rank,contains,1.0
area_linear_algebra_cluster_matrix_structure,area_linear_algebra_cluster_matrix_structure_skill_05_understand_null_space,contains,1.0
area_linear_algebra_cluster_matrix_structure,area_linear_algebra_cluster_matrix_structure_skill_06_understand_column_space,contains,1.0
area_linear_algebra_cluster_matrix_structure,area_linear_algebra_cluster_matrix_structure_skill_07_use_rank_nullity_theorem,contains,1.0
area_linear_algebra,area_linear_algebra_cluster_vector_spaces_and_linear_maps,contains,1.0
area_linear_algebra_cluster_vector_spaces_and_linear_maps,area_linear_algebra_cluster_vector_spaces_and_linear_maps_skill_01_check_subspace_criteria,contains,1.0
area_linear_algebra_cluster_vector_spaces_and_linear_maps,area_linear_algebra_cluster_vector_spaces_and_linear_maps_skill_02_determine_span,contains,1.0
area_linear_algebra_cluster_vector_spaces_and_linear_maps,area_linear_algebra_cluster_vector_spaces_and_linear_maps_skill_03_check_linear_independence,contains,1.0
area_linear_algebra_cluster_vector_spaces_and_linear_maps,area_linear_algebra_cluster_vector_spaces_and_linear_maps_skill_04_find_a_basis,contains,1.0
area_linear_algebra_cluster_vector_spaces_and_linear_maps,area_linear_algebra_cluster_vector_spaces_and_linear_maps_skill_05_compute_dimension,contains,1.0
area_linear_algebra_cluster_vector_spaces_and_linear_maps,area_linear_algebra_cluster_vector_spaces_and_linear_maps_skill_06_represent_linear_transformations,contains,1.0
area_linear_algebra_cluster_vector_spaces_and_linear_maps,area_linear_algebra_cluster_vector_spaces_and_linear_maps_skill_07_change_basis,contains,1.0
area_linear_algebra,area_linear_algebra_cluster_eigenvalues_and_diagonalization,contains,1.0
area_linear_algebra_cluster_eigenvalues_and_diagonalization,area_linear_algebra_cluster_eigenvalues_and_diagonalization_skill_01_compute_eigenvalues,contains,1.0
area_linear_algebra_cluster_eigenvalues_and_diagonalization,area_linear_algebra_cluster_eigenvalues_and_diagonalization_skill_02_compute_eigenvectors,contains,1.0
area_linear_algebra_cluster_eigenvalues_and_diagonalization,area_linear_algebra_cluster_eigenvalues_and_diagonalization_skill_03_diagonalize_a_matrix,contains,1.0
area_linear_algebra_cluster_eigenvalues_and_diagonalization,area_linear_algebra_cluster_eigenvalues_and_diagonalization_skill_04_use_characteristic_polynomial,contains,1.0
area_linear_algebra_cluster_eigenvalues_and_diagonalization,area_linear_algebra_cluster_eigenvalues_and_diagonalization_skill_05_analyze_eigenspaces,contains,1.0
area_linear_algebra_cluster_eigenvalues_and_diagonalization,area_linear_algebra_cluster_eigenvalues_and_diagonalization_skill_06_use_diagonalization_for_powers,contains,1.0
area_linear_algebra,area_linear_algebra_cluster_inner_products_and_decompositions,contains,1.0
area_linear_algebra_cluster_inner_products_and_decompositions,area_linear_algebra_cluster_inner_products_and_decompositions_skill_01_compute_norms,contains,1.0
area_linear_algebra_cluster_inner_products_and_decompositions,area_linear_algebra_cluster_inner_products_and_decompositions_skill_02_compute_projections,contains,1.0
area_linear_algebra_cluster_inner_products_and_decompositions,area_linear_algebra_cluster_inner_products_and_decompositions_skill_03_use_orthogonality,contains,1.0
area_linear_algebra_cluster_inner_products_and_decompositions,area_linear_algebra_cluster_inner_products_and_decompositions_skill_04_apply_gram_schmidt_process,contains,1.0
area_linear_algebra_cluster_inner_products_and_decompositions,area_linear_algebra_cluster_inner_products_and_decompositions_skill_05_use_qr_decomposition,contains,1.0
area_linear_algebra_cluster_inner_products_and_decompositions,area_linear_algebra_cluster_inner_products_and_decompositions_skill_06_understand_least_squares,contains,1.0
area_linear_algebra_cluster_inner_products_and_decompositions,area_linear_algebra_cluster_inner_products_and_decompositions_skill_07_use_singular_value_decomposition,contains,1.0
math_from_algebra_to_university,area_calculus_i,contains,1.0
area_calculus_i,area_calculus_i_cluster_limits_and_continuity,contains,1.0
area_calculus_i_cluster_limits_and_continuity,area_calculus_i_cluster_limits_and_continuity_skill_01_estimate_limits_numerically,contains,1.0
area_calculus_i_cluster_limits_and_continuity,area_calculus_i_cluster_limits_and_continuity_skill_02_evaluate_limits_algebraically,contains,1.0
area_calculus_i_cluster_limits_and_continuity,area_calculus_i_cluster_limits_and_continuity_skill_03_use_one_sided_limits,contains,1.0
area_calculus_i_cluster_limits_and_continuity,area_calculus_i_cluster_limits_and_continuity_skill_04_identify_infinite_limits,contains,1.0
area_calculus_i_cluster_limits_and_continuity,area_calculus_i_cluster_limits_and_continuity_skill_05_identify_limits_at_infinity,contains,1.0
area_calculus_i_cluster_limits_and_continuity,area_calculus_i_cluster_limits_and_continuity_skill_06_determine_continuity,contains,1.0
area_calculus_i_cluster_limits_and_continuity,area_calculus_i_cluster_limits_and_continuity_skill_07_use_intermediate_value_theorem,contains,1.0
area_calculus_i,area_calculus_i_cluster_derivatives,contains,1.0
area_calculus_i_cluster_derivatives,area_calculus_i_cluster_derivatives_skill_01_interpret_derivative_as_rate_of_change,contains,1.0
area_calculus_i_cluster_derivatives,area_calculus_i_cluster_derivatives_skill_02_use_derivative_definition,contains,1.0
area_calculus_i_cluster_derivatives,area_calculus_i_cluster_derivatives_skill_03_apply_power_rule,contains,1.0
area_calculus_i_cluster_derivatives,area_calculus_i_cluster_derivatives_skill_04_apply_product_rule,contains,1.0
area_calculus_i_cluster_derivatives,area_calculus_i_cluster_derivatives_skill_05_apply_quotient_rule,contains,1.0
area_calculus_i_cluster_derivatives,area_calculus_i_cluster_derivatives_skill_06_apply_chain_rule,contains,1.0
area_calculus_i_cluster_derivatives,area_calculus_i_cluster_derivatives_skill_07_differentiate_exponential_functions,contains,1.0
area_calculus_i_cluster_derivatives,area_calculus_i_cluster_derivatives_skill_08_differentiate_logarithmic_functions,contains,1.0
area_calculus_i_cluster_derivatives,area_calculus_i_cluster_derivatives_skill_09_differentiate_trigonometric_functions,contains,1.0
area_calculus_i_cluster_derivatives,area_calculus_i_cluster_derivatives_skill_10_use_implicit_differentiation,contains,1.0
area_calculus_i,area_calculus_i_cluster_applications_of_derivatives,contains,1.0
area_calculus_i_cluster_applications_of_derivatives,area_calculus_i_cluster_applications_of_derivatives_skill_01_find_tangent_lines,contains,1.0
area_calculus_i_cluster_applications_of_derivatives,area_calculus_i_cluster_applications_of_derivatives_skill_02_use_linear_approximation,contains,1.0
area_calculus_i_cluster_applications_of_derivatives,area_calculus_i_cluster_applications_of_derivatives_skill_03_find_critical_points,contains,1.0
area_calculus_i_cluster_applications_of_derivatives,area_calculus_i_cluster_applications_of_derivatives_skill_04_determine_increasing_and_decreasing_intervals,contains,1.0
area_calculus_i_cluster_applications_of_derivatives,area_calculus_i_cluster_applications_of_derivatives_skill_05_use_first_derivative_test,contains,1.0
area_calculus_i_cluster_applications_of_derivatives,area_calculus_i_cluster_applications_of_derivatives_skill_06_use_second_derivative_test,contains,1.0
area_calculus_i_cluster_applications_of_derivatives,area_calculus_i_cluster_applications_of_derivatives_skill_07_solve_optimization_problems,contains,1.0
area_calculus_i_cluster_applications_of_derivatives,area_calculus_i_cluster_applications_of_derivatives_skill_08_use_related_rates,contains,1.0
area_calculus_i_cluster_applications_of_derivatives,area_calculus_i_cluster_applications_of_derivatives_skill_09_apply_newton_method,contains,1.0
area_calculus_i,area_calculus_i_cluster_integrals,contains,1.0
area_calculus_i_cluster_integrals,area_calculus_i_cluster_integrals_skill_01_understand_riemann_sums,contains,1.0
area_calculus_i_cluster_integrals,area_calculus_i_cluster_integrals_skill_02_compute_definite_integrals,contains,1.0
area_calculus_i_cluster_integrals,area_calculus_i_cluster_integrals_skill_03_use_fundamental_theorem_of_calculus,contains,1.0
area_calculus_i_cluster_integrals,area_calculus_i_cluster_integrals_skill_04_find_antiderivatives,contains,1.0
area_calculus_i_cluster_integrals,area_calculus_i_cluster_integrals_skill_05_use_substitution_rule,contains,1.0
area_calculus_i_cluster_integrals,area_calculus_i_cluster_integrals_skill_06_compute_area_under_a_curve,contains,1.0
math_from_algebra_to_university,area_calculus_ii,contains,1.0
area_calculus_ii,area_calculus_ii_cluster_integration_techniques,contains,1.0
area_calculus_ii_cluster_integration_techniques,area_calculus_ii_cluster_integration_techniques_skill_01_use_integration_by_parts,contains,1.0
area_calculus_ii_cluster_integration_techniques,area_calculus_ii_cluster_integration_techniques_skill_02_use_trigonometric_integrals,contains,1.0
area_calculus_ii_cluster_integration_techniques,area_calculus_ii_cluster_integration_techniques_skill_03_use_trigonometric_substitution,contains,1.0
area_calculus_ii_cluster_integration_techniques,area_calculus_ii_cluster_integration_techniques_skill_04_use_partial_fractions,contains,1.0
area_calculus_ii_cluster_integration_techniques,area_calculus_ii_cluster_integration_techniques_skill_05_evaluate_improper_integrals,contains,1.0
area_calculus_ii_cluster_integration_techniques,area_calculus_ii_cluster_integration_techniques_skill_06_choose_integration_strategy,contains,1.0
area_calculus_ii,area_calculus_ii_cluster_applications_of_integration,contains,1.0
area_calculus_ii_cluster_applications_of_integration,area_calculus_ii_cluster_applications_of_integration_skill_01_compute_area_between_curves,contains,1.0
area_calculus_ii_cluster_applications_of_integration,area_calculus_ii_cluster_applications_of_integration_skill_02_compute_volumes_by_disks_and_washers,contains,1.0
area_calculus_ii_cluster_applications_of_integration,area_calculus_ii_cluster_applications_of_integration_skill_03_compute_volumes_by_shells,contains,1.0
area_calculus_ii_cluster_applications_of_integration,area_calculus_ii_cluster_applications_of_integration_skill_04_compute_arc_length,contains,1.0
area_calculus_ii_cluster_applications_of_integration,area_calculus_ii_cluster_applications_of_integration_skill_05_compute_work_from_force,contains,1.0
area_calculus_ii,area_calculus_ii_cluster_sequences_and_series,contains,1.0
area_calculus_ii_cluster_sequences_and_series,area_calculus_ii_cluster_sequences_and_series_skill_01_analyze_sequence_convergence,contains,1.0
area_calculus_ii_cluster_sequences_and_series,area_calculus_ii_cluster_sequences_and_series_skill_02_evaluate_geometric_series,contains,1.0
area_calculus_ii_cluster_sequences_and_series,area_calculus_ii_cluster_sequences_and_series_skill_03_use_divergence_test,contains,1.0
area_calculus_ii_cluster_sequences_and_series,area_calculus_ii_cluster_sequences_and_series_skill_04_use_integral_test,contains,1.0
area_calculus_ii_cluster_sequences_and_series,area_calculus_ii_cluster_sequences_and_series_skill_05_use_comparison_tests,contains,1.0
area_calculus_ii_cluster_sequences_and_series,area_calculus_ii_cluster_sequences_and_series_skill_06_use_ratio_test,contains,1.0
area_calculus_ii_cluster_sequences_and_series,area_calculus_ii_cluster_sequences_and_series_skill_07_use_root_test,contains,1.0
area_calculus_ii_cluster_sequences_and_series,area_calculus_ii_cluster_sequences_and_series_skill_08_find_power_series_radius_of_convergence,contains,1.0
area_calculus_ii_cluster_sequences_and_series,area_calculus_ii_cluster_sequences_and_series_skill_09_use_taylor_polynomials,contains,1.0
area_calculus_ii_cluster_sequences_and_series,area_calculus_ii_cluster_sequences_and_series_skill_10_use_taylor_series,contains,1.0
area_calculus_ii,area_calculus_ii_cluster_parametric_and_polar_calculus,contains,1.0
area_calculus_ii_cluster_parametric_and_polar_calculus,area_calculus_ii_cluster_parametric_and_polar_calculus_skill_01_differentiate_parametric_curves,contains,1.0
area_calculus_ii_cluster_parametric_and_polar_calculus,area_calculus_ii_cluster_parametric_and_polar_calculus_skill_02_find_arc_length_of_parametric_curves,contains,1.0
area_calculus_ii_cluster_parametric_and_polar_calculus,area_calculus_ii_cluster_parametric_and_polar_calculus_skill_03_find_area_in_polar_coordinates,contains,1.0
area_calculus_ii_cluster_parametric_and_polar_calculus,area_calculus_ii_cluster_parametric_and_polar_calculus_skill_04_differentiate_polar_curves,contains,1.0
math_from_algebra_to_university,area_multivariable_calculus,contains,1.0
area_multivariable_calculus,area_multivariable_calculus_cluster_functions_of_several_variables,contains,1.0
area_multivariable_calculus_cluster_functions_of_several_variables,area_multivariable_calculus_cluster_functions_of_several_variables_skill_01_evaluate_multivariable_functions,contains,1.0
area_multivariable_calculus_cluster_functions_of_several_variables,area_multivariable_calculus_cluster_functions_of_several_variables_skill_02_understand_level_curves,contains,1.0
area_multivariable_calculus_cluster_functions_of_several_variables,area_multivariable_calculus_cluster_functions_of_several_variables_skill_03_compute_partial_derivatives,contains,1.0
area_multivariable_calculus_cluster_functions_of_several_variables,area_multivariable_calculus_cluster_functions_of_several_variables_skill_04_compute_gradient_vectors,contains,1.0
area_multivariable_calculus_cluster_functions_of_several_variables,area_multivariable_calculus_cluster_functions_of_several_variables_skill_05_use_chain_rule_in_several_variables,contains,1.0
area_multivariable_calculus_cluster_functions_of_several_variables,area_multivariable_calculus_cluster_functions_of_several_variables_skill_06_find_directional_derivatives,contains,1.0
area_multivariable_calculus_cluster_functions_of_several_variables,area_multivariable_calculus_cluster_functions_of_several_variables_skill_07_use_tangent_planes,contains,1.0
area_multivariable_calculus,area_multivariable_calculus_cluster_optimization_in_several_variables,contains,1.0
area_multivariable_calculus_cluster_optimization_in_several_variables,area_multivariable_calculus_cluster_optimization_in_several_variables_skill_01_find_critical_points_in_two_variables,contains,1.0
area_multivariable_calculus_cluster_optimization_in_several_variables,area_multivariable_calculus_cluster_optimization_in_several_variables_skill_02_use_second_derivative_test_in_two_variables,contains,1.0
area_multivariable_calculus_cluster_optimization_in_several_variables,area_multivariable_calculus_cluster_optimization_in_several_variables_skill_03_use_lagrange_multipliers,contains,1.0
area_multivariable_calculus_cluster_optimization_in_several_variables,area_multivariable_calculus_cluster_optimization_in_several_variables_skill_04_solve_constrained_optimization_problems,contains,1.0
area_multivariable_calculus,area_multivariable_calculus_cluster_multiple_integrals,contains,1.0
area_multivariable_calculus_cluster_multiple_integrals,area_multivariable_calculus_cluster_multiple_integrals_skill_01_set_up_double_integrals,contains,1.0
area_multivariable_calculus_cluster_multiple_integrals,area_multivariable_calculus_cluster_multiple_integrals_skill_02_evaluate_double_integrals,contains,1.0
area_multivariable_calculus_cluster_multiple_integrals,area_multivariable_calculus_cluster_multiple_integrals_skill_03_change_order_of_integration,contains,1.0
area_multivariable_calculus_cluster_multiple_integrals,area_multivariable_calculus_cluster_multiple_integrals_skill_04_use_polar_coordinates_in_double_integrals,contains,1.0
area_multivariable_calculus_cluster_multiple_integrals,area_multivariable_calculus_cluster_multiple_integrals_skill_05_set_up_triple_integrals,contains,1.0
area_multivariable_calculus_cluster_multiple_integrals,area_multivariable_calculus_cluster_multiple_integrals_skill_06_use_cylindrical_coordinates,contains,1.0
area_multivariable_calculus_cluster_multiple_integrals,area_multivariable_calculus_cluster_multiple_integrals_skill_07_use_spherical_coordinates,contains,1.0
area_multivariable_calculus,area_multivariable_calculus_cluster_vector_calculus,contains,1.0
area_multivariable_calculus_cluster_vector_calculus,area_multivariable_calculus_cluster_vector_calculus_skill_01_compute_line_integrals,contains,1.0
area_multivariable_calculus_cluster_vector_calculus,area_multivariable_calculus_cluster_vector_calculus_skill_02_compute_conservative_vector_fields,contains,1.0
area_multivariable_calculus_cluster_vector_calculus,area_multivariable_calculus_cluster_vector_calculus_skill_03_use_green_s_theorem,contains,1.0
area_multivariable_calculus_cluster_vector_calculus,area_multivariable_calculus_cluster_vector_calculus_skill_04_compute_surface_integrals,contains,1.0
area_multivariable_calculus_cluster_vector_calculus,area_multivariable_calculus_cluster_vector_calculus_skill_05_use_divergence_theorem,contains,1.0
area_multivariable_calculus_cluster_vector_calculus,area_multivariable_calculus_cluster_vector_calculus_skill_06_use_stokes_theorem,contains,1.0
math_from_algebra_to_university,area_differential_equations,contains,1.0
area_differential_equations,area_differential_equations_cluster_first_order_odes,contains,1.0
area_differential_equations_cluster_first_order_odes,area_differential_equations_cluster_first_order_odes_skill_01_identify_differential_equations,contains,1.0
area_differential_equations_cluster_first_order_odes,area_differential_equations_cluster_first_order_odes_skill_02_solve_separable_equations,contains,1.0
area_differential_equations_cluster_first_order_odes,area_differential_equations_cluster_first_order_odes_skill_03_solve_linear_first_order_equations,contains,1.0
area_differential_equations_cluster_first_order_odes,area_differential_equations_cluster_first_order_odes_skill_04_use_integrating_factors,contains,1.0
area_differential_equations_cluster_first_order_odes,area_differential_equations_cluster_first_order_odes_skill_05_analyze_slope_fields,contains,1.0
area_differential_equations_cluster_first_order_odes,area_differential_equations_cluster_first_order_odes_skill_06_model_exponential_growth_and_decay,contains,1.0
area_differential_equations,area_differential_equations_cluster_second_order_linear_odes,contains,1.0
area_differential_equations_cluster_second_order_linear_odes,area_differential_equations_cluster_second_order_linear_odes_skill_01_solve_homogeneous_constant_coefficient_equations,contains,1.0
area_differential_equations_cluster_second_order_linear_odes,area_differential_equations_cluster_second_order_linear_odes_skill_02_solve_nonhomogeneous_equations,contains,1.0
area_differential_equations_cluster_second_order_linear_odes,area_differential_equations_cluster_second_order_linear_odes_skill_03_use_undetermined_coefficients,contains,1.0
area_differential_equations_cluster_second_order_linear_odes,area_differential_equations_cluster_second_order_linear_odes_skill_04_use_variation_of_parameters,contains,1.0
area_differential_equations_cluster_second_order_linear_odes,area_differential_equations_cluster_second_order_linear_odes_skill_05_solve_initial_value_problems,contains,1.0
area_differential_equations,area_differential_equations_cluster_systems_and_transforms,contains,1.0
area_differential_equations_cluster_systems_and_transforms,area_differential_equations_cluster_systems_and_transforms_skill_01_write_systems_of_first_order_equations,contains,1.0
area_differential_equations_cluster_systems_and_transforms,area_differential_equations_cluster_systems_and_transforms_skill_02_solve_linear_systems_of_odes,contains,1.0
area_differential_equations_cluster_systems_and_transforms,area_differential_equations_cluster_systems_and_transforms_skill_03_use_eigenvalues_for_systems,contains,1.0
area_differential_equations_cluster_systems_and_transforms,area_differential_equations_cluster_systems_and_transforms_skill_04_use_laplace_transforms,contains,1.0
area_differential_equations_cluster_systems_and_transforms,area_differential_equations_cluster_systems_and_transforms_skill_05_solve_odes_with_laplace_transforms,contains,1.0
area_differential_equations_cluster_systems_and_transforms,area_differential_equations_cluster_systems_and_transforms_skill_06_analyze_stability_of_equilibria,contains,1.0
area_differential_equations,area_differential_equations_cluster_series_and_numerical_odes,contains,1.0
area_differential_equations_cluster_series_and_numerical_odes,area_differential_equations_cluster_series_and_numerical_odes_skill_01_use_power_series_solutions,contains,1.0
area_differential_equations_cluster_series_and_numerical_odes,area_differential_equations_cluster_series_and_numerical_odes_skill_02_apply_euler_method,contains,1.0
area_differential_equations_cluster_series_and_numerical_odes,area_differential_equations_cluster_series_and_numerical_odes_skill_03_apply_improved_euler_method,contains,1.0
area_differential_equations_cluster_series_and_numerical_odes,area_differential_equations_cluster_series_and_numerical_odes_skill_04_apply_runge_kutta_methods,contains,1.0
math_from_algebra_to_university,area_numerical_methods,contains,1.0
area_numerical_methods,area_numerical_methods_cluster_root_finding,contains,1.0
area_numerical_methods_cluster_root_finding,area_numerical_methods_cluster_root_finding_skill_01_use_bisection_method,contains,1.0
area_numerical_methods_cluster_root_finding,area_numerical_methods_cluster_root_finding_skill_02_use_fixed_point_iteration,contains,1.0
area_numerical_methods_cluster_root_finding,area_numerical_methods_cluster_root_finding_skill_03_check_contraction_condition,contains,1.0
area_numerical_methods_cluster_root_finding,area_numerical_methods_cluster_root_finding_skill_04_use_newton_method_numerically,contains,1.0
area_numerical_methods_cluster_root_finding,area_numerical_methods_cluster_root_finding_skill_05_use_secant_method,contains,1.0
area_numerical_methods_cluster_root_finding,area_numerical_methods_cluster_root_finding_skill_06_compare_convergence_rates,contains,1.0
area_numerical_methods,area_numerical_methods_cluster_numerical_linear_algebra,contains,1.0
area_numerical_methods_cluster_numerical_linear_algebra,area_numerical_methods_cluster_numerical_linear_algebra_skill_01_use_lu_decomposition,contains,1.0
area_numerical_methods_cluster_numerical_linear_algebra,area_numerical_methods_cluster_numerical_linear_algebra_skill_02_use_jacobi_iteration,contains,1.0
area_numerical_methods_cluster_numerical_linear_algebra,area_numerical_methods_cluster_numerical_linear_algebra_skill_03_use_gauss_seidel_iteration,contains,1.0
area_numerical_methods_cluster_numerical_linear_algebra,area_numerical_methods_cluster_numerical_linear_algebra_skill_04_estimate_condition_number,contains,1.0
area_numerical_methods_cluster_numerical_linear_algebra,area_numerical_methods_cluster_numerical_linear_algebra_skill_05_use_power_method_for_eigenvalues,contains,1.0
area_numerical_methods_cluster_numerical_linear_algebra,area_numerical_methods_cluster_numerical_linear_algebra_skill_06_use_qr_method_for_eigenvalues,contains,1.0
area_numerical_methods,area_numerical_methods_cluster_interpolation_and_approximation,contains,1.0
area_numerical_methods_cluster_interpolation_and_approximation,area_numerical_methods_cluster_interpolation_and_approximation_skill_01_build_vandermonde_interpolation_system,contains,1.0
area_numerical_methods_cluster_interpolation_and_approximation,area_numerical_methods_cluster_interpolation_and_approximation_skill_02_use_lagrange_interpolation,contains,1.0
area_numerical_methods_cluster_interpolation_and_approximation,area_numerical_methods_cluster_interpolation_and_approximation_skill_03_use_newton_divided_differences,contains,1.0
area_numerical_methods_cluster_interpolation_and_approximation,area_numerical_methods_cluster_interpolation_and_approximation_skill_04_build_cubic_splines,contains,1.0
area_numerical_methods_cluster_interpolation_and_approximation,area_numerical_methods_cluster_interpolation_and_approximation_skill_05_use_least_squares_approximation,contains,1.0
area_numerical_methods_cluster_interpolation_and_approximation,area_numerical_methods_cluster_interpolation_and_approximation_skill_06_fit_polynomial_models,contains,1.0
area_numerical_methods,area_numerical_methods_cluster_numerical_calculus,contains,1.0
area_numerical_methods_cluster_numerical_calculus,area_numerical_methods_cluster_numerical_calculus_skill_01_use_finite_differences,contains,1.0
area_numerical_methods_cluster_numerical_calculus,area_numerical_methods_cluster_numerical_calculus_skill_02_estimate_derivative_numerically,contains,1.0
area_numerical_methods_cluster_numerical_calculus,area_numerical_methods_cluster_numerical_calculus_skill_03_use_trapezoidal_rule,contains,1.0
area_numerical_methods_cluster_numerical_calculus,area_numerical_methods_cluster_numerical_calculus_skill_04_use_simpson_rule,contains,1.0
area_numerical_methods_cluster_numerical_calculus,area_numerical_methods_cluster_numerical_calculus_skill_05_estimate_integration_error,contains,1.0
area_numerical_methods,area_numerical_methods_cluster_numerical_odes_and_optimization,contains,1.0
area_numerical_methods_cluster_numerical_odes_and_optimization,area_numerical_methods_cluster_numerical_odes_and_optimization_skill_01_use_euler_method_for_ivps,contains,1.0
area_numerical_methods_cluster_numerical_odes_and_optimization,area_numerical_methods_cluster_numerical_odes_and_optimization_skill_02_use_runge_kutta_method_for_ivps,contains,1.0
area_numerical_methods_cluster_numerical_odes_and_optimization,area_numerical_methods_cluster_numerical_odes_and_optimization_skill_03_analyze_numerical_stability,contains,1.0
area_numerical_methods_cluster_numerical_odes_and_optimization,area_numerical_methods_cluster_numerical_odes_and_optimization_skill_04_use_gradient_descent,contains,1.0
area_numerical_methods_cluster_numerical_odes_and_optimization,area_numerical_methods_cluster_numerical_odes_and_optimization_skill_05_use_newton_method_for_optimization,contains,1.0
math_from_algebra_to_university,area_optimization,contains,1.0
area_optimization,area_optimization_cluster_unconstrained_optimization,contains,1.0
area_optimization_cluster_unconstrained_optimization,area_optimization_cluster_unconstrained_optimization_skill_01_identify_objective_functions,contains,1.0
area_optimization_cluster_unconstrained_optimization,area_optimization_cluster_unconstrained_optimization_skill_02_find_stationary_points,contains,1.0
area_optimization_cluster_unconstrained_optimization,area_optimization_cluster_unconstrained_optimization_skill_03_use_first_order_optimality_conditions,contains,1.0
area_optimization_cluster_unconstrained_optimization,area_optimization_cluster_unconstrained_optimization_skill_04_use_second_order_optimality_conditions,contains,1.0
area_optimization_cluster_unconstrained_optimization,area_optimization_cluster_unconstrained_optimization_skill_05_apply_gradient_descent,contains,1.0
area_optimization_cluster_unconstrained_optimization,area_optimization_cluster_unconstrained_optimization_skill_06_apply_newton_optimization_method,contains,1.0
area_optimization,area_optimization_cluster_constrained_optimization,contains,1.0
area_optimization_cluster_constrained_optimization,area_optimization_cluster_constrained_optimization_skill_01_set_up_equality_constraints,contains,1.0
area_optimization_cluster_constrained_optimization,area_optimization_cluster_constrained_optimization_skill_02_use_lagrange_multipliers,contains,1.0
area_optimization_cluster_constrained_optimization,area_optimization_cluster_constrained_optimization_skill_03_use_karush_kuhn_tucker_conditions,contains,1.0
area_optimization_cluster_constrained_optimization,area_optimization_cluster_constrained_optimization_skill_04_solve_basic_linear_programming_problems,contains,1.0
area_optimization_cluster_constrained_optimization,area_optimization_cluster_constrained_optimization_skill_05_understand_convex_sets,contains,1.0
area_optimization_cluster_constrained_optimization,area_optimization_cluster_constrained_optimization_skill_06_recognize_convex_functions,contains,1.0
math_from_algebra_to_university,area_abstract_algebra,contains,1.0
area_abstract_algebra,area_abstract_algebra_cluster_groups,contains,1.0
area_abstract_algebra_cluster_groups,area_abstract_algebra_cluster_groups_skill_01_verify_group_axioms,contains,1.0
area_abstract_algebra_cluster_groups,area_abstract_algebra_cluster_groups_skill_02_work_with_subgroups,contains,1.0
area_abstract_algebra_cluster_groups,area_abstract_algebra_cluster_groups_skill_03_compute_cyclic_subgroups,contains,1.0
area_abstract_algebra_cluster_groups,area_abstract_algebra_cluster_groups_skill_04_use_cosets,contains,1.0
area_abstract_algebra_cluster_groups,area_abstract_algebra_cluster_groups_skill_05_apply_lagrange_theorem,contains,1.0
area_abstract_algebra_cluster_groups,area_abstract_algebra_cluster_groups_skill_06_use_group_homomorphisms,contains,1.0
area_abstract_algebra_cluster_groups,area_abstract_algebra_cluster_groups_skill_07_understand_quotient_groups,contains,1.0
area_abstract_algebra,area_abstract_algebra_cluster_rings_and_fields,contains,1.0
area_abstract_algebra_cluster_rings_and_fields,area_abstract_algebra_cluster_rings_and_fields_skill_01_verify_ring_axioms,contains,1.0
area_abstract_algebra_cluster_rings_and_fields,area_abstract_algebra_cluster_rings_and_fields_skill_02_work_with_ideals,contains,1.0
